도서관 목록,,,,,,,,,
번호,구분,지역,시군구,도서관명,도서관부호,도서관코드
1106,공공(어린이),부산,기장군,2015,,,정관어린이도서관,126134,2060821004
1107,공공(어린이),대구,서구,2010,,,대구서구어린이도서관,127011,2060822002
1108,공공(어린이),대구,수성구,2010,,,수성 물망이도서관,127018,2060822004
1109,공공(어린이),대구,달서구,2006,,,달서어린이도서관,127002,2060822001
1110,공공(어린이),대구,수성구,2007,2017,,수성 고산어린이도서관,127020,2060822003
1111,공공(어린이),인천,부평구,2011,,,부개어린이도서관,128035,2060823010
1112,공공(어린이),인천,연수구,2018,,,인천 평생학습관,128010,2050823001
1113,공공(어린이),인천,연수구,2011,,,송도국제어린이도서관,128047,2060823011
1114,공공(어린이),인천,남구,2009,,,인천쑥골어린이도서관,128021,2060823008
1115,공공(어린이),인천,남구,2009,,,인천숭의어린이도서관,128022,2060823006
1116,공공(어린이),인천,남구,2019,,(어린이),이랑도서관,128062,2060823016
1117,공공(어린이),인천,남구,2009,,,인천관교어린이도서관,128019,2060823005
1118,공공(어린이),인천,남구,2012,,,인천장사래어린이도서관,128036,2060823012
1119,공공(어린이),인천,남구,2009,,,인천독정골어린이도서관,128018,2060823007
1120,공공(어린이),인천,부평구,2006,,,부평기적의도서관,128007,2060823001
1121,공공(어린이),인천,서구,2004,,(어린이),검단도서관,128001,2060823004
1122,공공(어린이),인천,서구,2008,,(어린이),석남도서관,128008,2060823003
1123,공공(어린이),인천,서구,2010,,(어린이),심곡도서관,128024,2060823009
1124,공공(어린이),인천,연수구,2006,,,연수어린이도서관,128005,2060823002
1125,공공(어린이),광주,남구,2014,2015,,남구푸른길도서관,129219,2060824003
1126,공공(어린이),광주,광산구,2008,,,운남어린이도서관,129005,2060824002
1127,공공(어린이),광주,서구,2008,,,서구어린이생태학습도서관,129004,2060124010
1128,공공(어린이),대전,서구,2008,,,대구서구어린이도서관,127011,2020125001
1129,공공(어린이),울산,북구,2012,,,명촌어린이도서관,131056,2060831002
1130,공공(어린이),울산,남구,2014,,,옥현어린이도서관,131074,2060831003
1131,공공(어린이),울산,북구,2004,,,울산북구기적의도서관,131002,2060831001
1132,공공(어린이),경기,고양시,2007,,,고양시화정어린이도서관,141125,2060841011
1133,공공(어린이),경기,의정부시,2007,,,의정부어린이도서관,141119,2060841013
1134,공공(어린이),경기,안양시,2007,,,안양어린이도서관,141132,2060841004
1135,공공(어린이),경기,시흥시,2006,,,시흥시대야어린이도서관,141316,2060841007
1136,공공(어린이),경기,시흥시,2009,,,시흥시정왕어린이도서관,141280,2060841017
1137,공공(어린이),경기,안산시,2007,,,안산단원어린이도서관,141133,2060841006
1138,공공(어린이),경기,군포시,2003,,,군포시 어린이도서관,141101,2060841008
1139,공공(어린이),경기,의왕시,2010,,,의왕시글로벌도서관,141237,2060841023
1140,공공(어린이),경기,수원시,2005,,,화홍어린이도서관,141108,2030841002
1141,공공(어린이),경기,이천시,2009,,,이천시립어린이도서관,141166,2060841016
1142,공공(어린이),경기,화성시,2010,,,화성시립둥지나래어린이도서관,141241,2060841021
1143,공공(어린이),경기,고양시 일산서구,2007,,,주엽어린이도서관,141124,2060841010
1144,공공(어린이),경기,고양시 덕양구,2007,,,행신어린이도서관,141126,2060841012
1145,공공(어린이),경기,부천시 원미구,2001,2017,,부천시립동화도서관,141315,2030841003
1146,공공(어린이),경기,광명시,2009,,,충현도서관,141155,2060841014
1148,공공(어린이),경기,안산시 상록구,2007,,,안산시립상록어린이도서관,141134,2060841005
1149,공공(어린이),경기,수원시 장안구,2005,,,슬기샘어린이도서관,141085,2060841001
1150,공공(어린이),경기,수원시 권선구,2005,,,지혜샘어린이도서관,141086,2060841002
1151,공공(어린이),경기,수원시 영통구,2005,,,바른샘어린이도서관,141087,2060841003
1152,공공(어린이),경기,수원시 영통구,2004,,,반달어린이도서관,141138,2030841001
1153,공공(어린이),경기,화성시,2009,,,화성시립두빛나래어린이도서관,141170,2060841015
1154,공공(어린이),경기,오산시,2007,,,오산시립 햇살마루 도서관,141127,2060841020
1155,공공(어린이),경기,용인시 수지구,    ,2008,,느티나무도서관,141083,2030841004
1156,공공(어린이),경기,평택시,2006,,,평택시립초록도서관,141103,2060841018
1157,공공(어린이),경기,성남시 중원구,2010,,,성남시중원어린이도서관,141258,2060841022
1158,공공(어린이),경기,성남시 분당구,2015,,,성남시판교어린이도서관,141548,2060841024
1159,공공(어린이),경기,양평군,1993,,,양평어린이도서관,141109,2060841009
1160,공공(어린이),강원,춘천시,2008,,,담작은도서관,142050,2030842001
1161,공공(어린이),강원,화천군,2016,,,화천어린이도서관,142111,2060842001
1162,공공(어린이),충북,제천시,2004,,,제천기적의도서관,143025,2060843002
1163,공공(어린이),충북,청주시,2009,,,청주신율봉어린이도서관,143029,2060843003
1164,공공(어린이),충북,청주시,2004,,,청주기적의도서관,143023,2060843001
1165,공공(어린이),충남,아산시,2006,,,아산시 어린이도서관,144045,2060844002
1166,공공(어린이),충남,서산시,2013,,,서산어린이도서관,144145,2060844003
1167,공공(어린이),충남,금산군,2005,,,금산기적의도서관,144041,2060844001
1168,공공(어린이),전북,남원시,2020,,,남원시어린이청소년도서관,145149,2060845003
1169,공공(어린이),전북,정읍시,2008,,,정읍기적의도서관,145047,2060845001
1170,공공(어린이),전북,군산시,2013,,,군산늘푸른도서관,145121,2060845002
1171,공공(어린이),전남,순천시,2003,,,순천기적의도서관,146118,2060846001
1172,공공(어린이),전남,광양시,2017,,,광양희망도서관,146177,2060846003
1173,공공(어린이),전남,목포시,2010,,,목포어린이도서관,146071,2060846002
1174,공공(어린이),경북,안동시,2016,,,안동강남어린이도서관,147163,2060847002
1175,공공(어린이),경북,청도군,2012,,,청도어린이도서관,147130,2060847001
1176,공공(어린이),경남,양산시,2017,,,상북어린이도서관,148304,2060848008
1177,공공(어린이),경남,김해시,2011,,,김해기적의도서관,148180,2060848006
1178,공공(어린이),경남,창원시,2004,,,진해기적의도서관,148049,2060848002
1179,공공(어린이),경남,사천시,2012,,,사천시어린이도서관,148169,2060848007
1180,공공(어린이),경남,진주시,2018,,,마하 어린이도서관,148259,2030848001
1181,공공(어린이),경남,진주시,2009,,,비봉어린이도서관,148068,2060848004
1182,공공(어린이),경남,진주시,2009,,,도동어린이도서관,148086,2060848003
1183,공공(어린이),경남,진주시,2006,,,진주시어린이전문도서관,148047,2060848001
1184,공공(어린이),제주,제주시,2018,,,제주꿈바당어린이도서관,149036,2060849003
1185,공공(어린이),제주,제주시,2004,,,제주기적의도서관,149019,2060849001
1186,공공(어린이),제주,서귀포시,2004,,,서귀포기적의도서관,149022,2060849002
