도서관 목록,,,,,,,,,
번호,구분,지역,시군구,도서관명,도서관부호,도서관코드
379,공공(일반),경기,파주시,2012,,,물푸레도서관(파주시),141489,2060141144
380,공공(일반),경기,파주시,2008,,,교하도서관,141156,2060141096
381,공공(일반),경기,파주시,2011,,,해솔도서관,141326,2060141128
382,공공(일반),경기,파주시,2014,,,가람도서관,141544,2060141162
383,공공(일반),경기,파주시,2018,,,파주시 한울도서관,141604,2060141220
384,공공(일반),경기,파주시,2005,,,파주시중앙도서관,141082,2060141070
385,공공(일반),경기,파주시,2019,,,월롱도서관,141614,2060141229
386,공공(일반),경기,연천군,2007,,,연천군 중앙도서관,141013,2060141084
387,공공(일반),경기,포천시,2012,,,포천시립중앙도서관,141333,2060141134
388,공공(일반),경기,포천시,2010,,,포천시립소흘도서관,141172,2060141106
389,공공(일반),경기,동두천시,1996,,,동두천시립도서관,141022,2060141080
390,공공(일반),경기,동두천시,2005,,,동두천꿈나무정보도서관,141089,2060141081
391,공공(일반),경기,양주시,2016,,,양주시 광적도서관,141581,2060141201
392,공공(일반),경기,양주시,2014,,,양주시 덕계도서관,141545,2060141160
393,공공(일반),경기,양주시,2019,,,옥정호수도서관,141605,2060141236
394,공공(일반),경기,양주시,2015,,,양주희망도서관,141558,2060141180
395,공공(일반),경기,의정부시,2006,,,경기의정부교육도서관,141106,2050141010
396,공공(일반),경기,의정부시,2003,,,의정부정보도서관,141075,2060141066
397,공공(일반),경기,의정부시,2018,,,의정부 가재울도서관,141597,2060141215
398,공공(일반),경기,의정부시,2007,,,의정부과학도서관,141131,2060141065
399,공공(일반),경기,의정부시,2019,,,의정부미술도서관,141627,2060141238
400,공공(일반),경기,구리시,2010,,,구리시 토평도서관,141225,2060141111
401,공공(일반),경기,남양주시,2013,,,남양주시진접도서관,141521,2060141154
402,공공(일반),경기,남양주시,2010,,,남양주시오남도서관,141176,2060141112
403,공공(일반),경기,남양주시,2014,,,남양주시진접푸른숲도서관,141536,2060141157
404,공공(일반),경기,남양주시,2008,,,남양주시별내도서관,141137,2060141095
405,공공(일반),경기,남양주시,2016,,,남양주시 별빛도서관,141568,2060141194
406,공공(일반),경기,남양주시,2017,,,남양주시 호평도서관,141585,2060141208
407,공공(일반),경기,남양주시,2003,,,남양주시화도도서관,141071,2060141068
408,공공(일반),경기,남양주시,2010,,,남양주시평내도서관,141175,2060141110
409,공공(일반),경기,남양주시,1993,,,남양주시 정약용도서관,141035,2060141067
411,공공(일반),경기,가평군,2006,,,조종도서관,141105,2060141083
412,공공(일반),경기,가평군,2012,,,청평도서관,141286,2060141143
413,공공(일반),경기,가평군,2009,,,설악도서관,141143,2060141100
414,공공(일반),경기,여주시,2019,,,대신도서관,141600,2060141240
415,공공(일반),경기,여주시,2012,,,여주도서관,141331,2060141133
416,공공(일반),경기,여주시,1999,,,세종도서관,141054,2060141055
417,공공(일반),경기,여주시,1972,,,경기여주가남교육도서관,141012,2050141006
418,공공(일반),경기,여주시,2018,,,점동도서관,141586,2060141219
419,공공(일반),경기,광주시,1990,,,경기광주교육도서관,141005,2050141005
420,공공(일반),경기,광주시,2016,,,능평도서관,141576,2060141203
421,공공(일반),경기,광주시,2010,,,오포도서관,141236,2060141107
422,공공(일반),경기,하남시,2020,,,하남시미사도서관,141622,2060141242
423,공공(일반),경기,하남시,2009,,,하남시 나룰도서관,141171,2060141101
424,공공(일반),경기,하남시,1996,,,하남시신장도서관,141046,2060141050
425,공공(일반),경기,하남시,2016,,,하남시 덕풍도서관,141579,2060141198
426,공공(일반),경기,하남시,2018,,,하남시세미도서관,141607,2060141227
427,공공(일반),경기,성남시,2020,,,성남시복정도서관,141623,2060141237
428,공공(일반),경기,성남시,2000,,,성남시수정도서관,141060,2060141008
429,공공(일반),경기,성남시,2014,,,논골도서관,741042,2060141179
430,공공(일반),경기,성남시,2018,,,해오름도서관,141232,2060141226
431,공공(일반),경기,성남시,1983,,,경기성남교육도서관,141008,2050141007
432,공공(일반),경기,성남시,2000,,,성남시중원도서관,141053,2060141009
433,공공(일반),경기,성남시,2014,,,성남시운중도서관,141484,2060141173
434,공공(일반),경기,성남시,2010,,,성남시 판교도서관,141231,2060141123
435,공공(일반),경기,성남시,2001,,,성남시립중앙도서관,141069,2060141006
436,공공(일반),경기,성남시,2019,,,성남시 서현도서관,141601,2060141230
437,공공(일반),경기,성남시,1999,,,성남시분당도서관,141052,2060141007
438,공공(일반),경기,성남시,2014,,,성남시무지개도서관,141518,2060141172
439,공공(일반),경기,성남시,2020,,,성남시 위례도서관,141628,2060141243
440,공공(일반),경기,과천시,2012,,,문원도서관,141328,2060141131
441,공공(일반),경기,과천시,2002,,,과천시정보과학도서관,141062,2060141058
442,공공(일반),경기,과천시,1984,,,경기과천교육도서관,141004,2050141008
443,공공(일반),경기,안양시,2003,,,안양시립석수도서관,141077,2060141015
444,공공(일반),경기,안양시,2016,,,안양시립관양도서관,141571,2060141192
445,공공(일반),경기,안양시,2016,,,안양시립삼덕도서관,141573,2060141202
446,공공(일반),경기,안양시,2014,,,안양시립벌말도서관,141538,2060141158
447,공공(일반),경기,안양시,1998,,,안양시립호계도서관,141047,2060141019
448,공공(일반),경기,광명시,2020,,,광명시연서도서관,141613,2060141244
449,공공(일반),경기,광명시,1993,,,광명시하안도서관,141019,2060141035
450,공공(일반),경기,광명시,2004,,,광명시 광명도서관,141080,2060141034
451,공공(일반),경기,광명시,2009,,,충현도서관,141155,2060141213
452,공공(일반),경기,부천시,2017,,,부천시립오정도서관,141584,2060141211
453,공공(일반),경기,부천시,1999,,,부천시립북부도서관,141056,2060141012
454,공공(일반),경기,부천시,2017,,,부천시립도당도서관,141583,2060141212
455,공공(일반),경기,부천시,2018,,없음,만화도서관,341155,2030141007
456,공공(일반),경기,부천시,2008,,,해밀도서관,141144,2060141090
457,공공(일반),경기,부천시,2011,,,부천시립상동도서관,141321,2060141125
458,공공(일반),경기,부천시,2017,,,부천시립동화도서관,141315,2060141210
459,공공(일반),경기,부천시,2007,,,부천시립책마루도서관,141115,2060141014
460,공공(일반),경기,부천시,1994,,,부천시립원미도서관,141535,2060141010
461,공공(일반),경기,부천시,2019,,,부천시립역곡도서관,141603,2060141234
462,공공(일반),경기,부천시,2015,,,부천시립송내도서관,141559,2060141188
463,공공(일반),경기,부천시,2008,,,부천시립한울빛도서관,141151,2060141089
465,공공(일반),경기,시흥시,2019,,,시흥시 목감도서관,141609,2060141233
466,공공(일반),경기,시흥시,2015,,,시흥시장곡도서관,141562,2060141181
467,공공(일반),경기,시흥시,2010,,,시흥시군자도서관,141245,2060141116
468,공공(일반),경기,안산시,2017,,없음,수암도서관,141481,2060141207
469,공공(일반),경기,안산시,1997,,,안산성포도서관,141050,2060141022
470,공공(일반),경기,안산시,1993,,,안산관산도서관,141032,2060141021
471,공공(일반),경기,안산시,2016,,,안산미디어라이브러리,141567,2060141193
472,공공(일반),경기,안산시,2006,,,안산시중앙도서관,141099,2060141020
473,공공(일반),경기,안산시,2018,,,반월작은도서관,141188,2060141228
475,공공(일반),경기,안산시,1997,,,안산감골도서관,141051,2060141023
476,공공(일반),경기,군포시,1994,,,군포시 산본도서관,141034,2060141038
477,공공(일반),경기,군포시,1993,,,군포시 당동도서관,141044,2060141039
478,공공(일반),경기,군포시,2013,,,군포시 부곡도서관,141402,2060141146
479,공공(일반),경기,군포시,2003,,,군포시 대야도서관,141078,2060141040
480,공공(일반),경기,의왕시,2007,,,의왕시중앙도서관,141120,2060141051
481,공공(일반),경기,수원시,2014,,,광교홍재도서관,141551,2060141171
482,공공(일반),경기,수원시,2014,,,창룡도서관,141549,2060141168
483,공공(일반),경기,수원시,1995,,,수원시선경도서관,141025,2060141001
484,공공(일반),경기,수원시,1970,,,경기중앙교육도서관,141010,2050141001
485,공공(일반),경기,수원시,2014,,,대추골도서관,141537,2060141156
486,공공(일반),경기,수원시,2006,,,북수원도서관,141092,2060141005
487,공공(일반),경기,수원시,2014,,,호매실도서관,141552,2060141169
488,공공(일반),경기,수원시,2015,,,일월도서관,141557,2060141183
489,공공(일반),경기,수원시,2016,,,화서다산도서관,141572,2060141200
490,공공(일반),경기,수원시,1980,,,수원시중앙도서관,141024,2060141002
491,공공(일반),경기,수원시,2018,,,수원시광교푸른숲도서관,141595,2060141218
492,공공(일반),경기,수원시,2018,,,수원시매여울도서관,141596,2060141224
493,공공(일반),경기,수원시,2008,,,경기평생교육학습관,141141,2050141011
494,공공(일반),경기,수원시,2014,,,버드내도서관,141550,2060141167
495,공공(일반),경기,수원시,2006,,,서수원도서관,141093,2060141004
496,공공(일반),경기,수원시,2006,,,희망샘도서관,141107,2030141004
497,공공(일반),경기,수원시,2014,,,한림도서관,141542,2060141164
498,공공(일반),경기,수원시,2019,,,망포글빛도서관,141612,2060141239
499,공공(일반),경기,수원시,2011,,,태장마루도서관,141301,2060141126
500,공공(일반),경기,수원시,1999,,,수원시영통도서관,141061,2060141003
501,공공(일반),경기,용인시,2007,,,느티나무도서관,141083,2030141006
502,공공(일반),경기,용인시,2008,,,용인죽전도서관,141149,2060141092
503,공공(일반),경기,용인시,2007,,,용인구성도서관,141118,2060141027
504,공공(일반),경기,용인시,2015,,,상현도서관,141556,2060141187
505,공공(일반),경기,용인시,2010,,,용인기흥도서관,141239,2060141118
506,공공(일반),경기,용인시,2006,,,구갈희망누리도서관,141129,2060141028
507,공공(일반),경기,용인시,2006,,,포곡도서관,141110,2060141026
508,공공(일반),경기,용인시,2012,,,모현도서관,141389,2060141138
509,공공(일반),경기,용인시,1993,,,용인중앙도서관,141038,2060141024
510,공공(일반),경기,용인시,2018,,,남사도서관,141599,2060141217
511,공공(일반),경기,용인시,2017,,,이동꿈틀도서관,141582,2060141206
512,공공(일반),경기,용인시,2016,,,양지해밀도서관 (작은도서관),141217,2060141205
513,공공(일반),경기,이천시,1997,,,이천시립도서관,141029,2060141045
514,공공(일반),경기,이천시,2018,,,이천시립마장도서관,141594,2060141222
515,공공(일반),경기,이천시,2002,,,이천시립청미도서관,141068,2060141046
516,공공(일반),경기,안성시,2014,,,안성시립진사도서관,141547,2060141159
517,공공(일반),경기,안성시,2008,,,안성시립중앙도서관,141026,2060141091
518,공공(일반),경기,평택시,2017,,,평택시립 진위도서관,141580,2060141209
519,공공(일반),경기,평택시,2014,,,장당도서관,141513,2060141155
520,공공(일반),경기,평택시,1986,,,경기평택교육도서관,141009,2050141002
521,공공(일반),경기,평택시,2015,,,청북도서관,141569,2060141186
522,공공(일반),경기,평택시,2005,,,평택시립안중도서관,141084,2060141032
523,공공(일반),경기,평택시,2014,,,오성도서관,141514,2060141178
524,공공(일반),경기,평택시,2018,,,평택시립세교도서관,141589,2060141214
525,공공(일반),경기,평택시,2018,,,평택시립배다리도서관,141598,2060141225
526,공공(일반),경기,평택시,1992,,,평택시립 비전도서관,141031,2060141030
527,공공(일반),경기,평택시,1994,,,평택시립도서관 팽성분관,141016,2060141031
528,공공(일반),경기,오산시,2010,,,양산도서관,148012,2060141113
529,공공(일반),경기,오산시,1992,,,오산시립도서관,141014,2060141053
530,공공(일반),경기,오산시,2014,,,오산시초평도서관,141264,2060141175
531,공공(일반),경기,오산시,2008,,,오산시 중앙도서관,141158,2060141097
532,공공(일반),경기,오산시,2019,,,소리울도서관,141610,2060141235
533,공공(일반),경기,화성시,2019,,,화성시립 송린이음터도서관,141621,2060141241
534,공공(일반),경기,화성시,1994,,,화성시립남양도서관,141042,2060141042
535,공공(일반),경기,화성시,2009,,,화성시립 봉담도서관,141233,2060141105
536,공공(일반),경기,화성시,2016,,,진안도서관,141575,2060141195
537,공공(일반),경기,화성시,2019,,,화성시립동탄다원이음터도서관,141611,2060141231
538,공공(일반),경기,화성시,2016,,,동탄중앙이음터도서관,141578,2060141197
539,공공(일반),경기,화성시,2012,,,화성시립송산도서관,141403,2060141139
540,공공(일반),경기,화성시,2006,,,경기화성교육도서관,141130,2050141009
541,공공(일반),경기,고양시 일산동구,2008,,,풍동도서관,141150,2060141094
542,공공(일반),경기,고양시 일산동구,1999,,,고양시립마두도서관,141055,2060141060
543,공공(일반),경기,고양시 일산동구,2003,,,고양시립백석도서관,141073,2060141061
544,공공(일반),경기,고양시 일산동구,2012,,,식사도서관,141388,2060141136
545,공공(일반),경기,고양시 일산서구,2008,,,대화도서관,141139,2060141086
546,공공(일반),경기,고양시 일산서구,2012,,,덕이도서관,141398,2060141135
547,공공(일반),경기,고양시 덕양구,2014,,,신원도서관,141546,2060141163
548,공공(일반),경기,고양시 덕양구,2014,,,삼송도서관,141555,2060141176
549,공공(일반),경기,고양시 덕양구,2002,,,고양시립원당도서관,141059,2060141064
550,공공(일반),경기,고양시 덕양구,1994,,,고양시립행신도서관,141018,2060141063
551,공공(일반),경기,파주시,1994,,,파주시립금촌도서관,141040,2060141071
552,공공(일반),경기,파주시,2013,,,한빛도서관,141517,2060141149
553,공공(일반),경기,파주시,2010,,,파주시조리도서관,141251,2060141119
554,공공(일반),경기,파주시,1997,,,파주시립법원도서관,141049,2060141073
555,공공(일반),경기,파주시,2011,,,문산행복어린이도서관,141299,2060141129
556,공공(일반),경기,파주시,2010,,,파주적성도서관,141242,2060141121
557,공공(일반),경기,부천시 원미구,2000,,,부천예술정보도서관 다감,141090,2030141005
558,공공(일반),경기,부천시 원미구,2002,,,부천시립꿈빛도서관,141065,2060141013
559,공공(일반),경기,부천시 오정구,2010,,,부천시립꿈여울도서관,141248,2060141115
560,공공(일반),경기,부천시 소사구,1985,,,부천시립심곡도서관,141043,2060141011
561,공공(일반),경기,광명시,2016,,,광명시소하도서관,141561,2060141191
562,공공(일반),경기,광명시,2013,,,광명시철산도서관,141405,2060141145
563,공공(일반),경기,안산시 단원구,2016,,,대부도서관,141563,2060141199
564,공공(일반),경기,안산시 단원구,2014,,,원고잔도서관,141508,2060141170
565,공공(일반),경기,안산시 단원구,2015,,,선부도서관,141554,2060141184
566,공공(일반),경기,안산시 상록구,2010,,,부곡도서관,141252,2060141122
567,공공(일반),경기,안산시 상록구,2015,,,안산시 일동도서관,141327,2060141189
568,공공(일반),경기,시흥시,2010,,,시흥시능곡도서관,141260,2060141124
569,공공(일반),경기,시흥시,1996,,,시흥시대야도서관,141045,2060141037
570,공공(일반),경기,시흥시,2012,,,시흥시매화도서관,141396,2060141141
571,공공(일반),경기,시흥시,2012,,,시흥시신천도서관,141314,2060141142
572,공공(일반),경기,시흥시,2013,,,월곶도서관,141199,2060141150
573,공공(일반),경기,시흥시,2002,,,시흥시중앙도서관,141066,2060141036
574,공공(일반),경기,안양시 만안구,1992,,,안양시립만안도서관,141027,2060141016
575,공공(일반),경기,안양시 만안구,2006,,,안양시립박달도서관,141095,2060141017
576,공공(일반),경기,안양시 동안구,2010,,,안양시립비산도서관,141263,2060141117
577,공공(일반),경기,안양시 동안구,1994,,,안양시립평촌도서관,141036,2060141018
578,공공(일반),경기,군포시,2008,,,군포시 중앙도서관,141135,2060141088
579,공공(일반),경기,의왕시,1993,,,의왕시내손도서관,141039,2060141052
580,공공(일반),경기,수원시 장안구,2006,2014,2014폐관,장안구민회관 햇살도서관,141097,2030141003
581,공공(일반),경기,수원시 팔달구,2000,,,한아름도서관 (수원청소년문화센터내),141064,2030141002
582,공공(일반),경기,수원시 영통구,2006,,없음,사랑샘도서관,741645,2030141001
583,공공(일반),경기,화성시,2011,,,동탄복합문화센터도서관,141283,2060141120
584,공공(일반),경기,화성시,2005,,,화성시립병점도서관,141088,2060141044
585,공공(일반),경기,화성시,1998,,,화성시립태안도서관,141048,2060141041
586,공공(일반),경기,화성시,2004,,,화성시립삼괴도서관,141076,2060141043
587,공공(일반),경기,화성시,2013,,,화성시 정남도서관,141519,2060141147
588,공공(일반),경기,용인시 기흥구,2012,,,보라도서관,141390,2060141137
589,공공(일반),경기,용인시 기흥구,2014,,,흥덕도서관,141541,2060141161
590,공공(일반),경기,용인시 기흥구,2009,,,용인 동백도서관,141160,2060141098
591,공공(일반),경기,오산시,2014,,,오산시 꿈두레도서관,141540,2060141177
592,공공(일반),경기,오산시,    ,,,오산시립햇살마루도서관,141127,2060141054
593,공공(일반),경기,용인시 수지구,2004,,,수지도서관,141079,2060141025
594,공공(일반),경기,용인시 처인구,2007,,,용인디지털정보도서관,141148,2060141029
595,공공(일반),경기,용인시 처인구,2016,,,청덕도서관,141564,2060141190
596,공공(일반),경기,안성시,2010,,,안성시립공도도서관,141290,2060141114
597,공공(일반),경기,안성시,1996,,,안성시립보개도서관,141289,2060141049
598,공공(일반),경기,안성시,2015,,,안성시립일죽도서관,141294,2060141185
599,공공(일반),경기,성남시 분당구,2008,,,성남시구미도서관,141142,2020141001
600,공공(일반),경기,광주시,2007,,,광주시시립도서관,141114,2060141048
601,공공(일반),경기,광주시,2013,,,초월도서관,141512,2060141148
602,공공(일반),경기,광주시,2010,,,곤지암도서관,141235,2060141108
603,공공(일반),경기,이천시,2014,,,이천시립효양도서관,141539,2060141165
604,공공(일반),경기,구리시,1994,,,구리시립교문도서관,141020,2060141075
605,공공(일반),경기,구리시,2003,,,구리시립인창도서관,141070,2060141074
606,공공(일반),경기,남양주시,2012,,,남양주시퇴계원도서관,141401,2060141140
607,공공(일반),경기,남양주시,2006,,,남양주시진건도서관,141091,2060141069
608,공공(일반),경기,남양주시,2009,,,남양주시와부도서관,141146,2060141103
609,공공(일반),경기,양평군,1993,,,양평군립도서관,141011,2060141056
610,공공(일반),경기,양평군,2009,,,양평 양서친환경도서관,141261,2060141102
611,공공(일반),경기,양평군,2003,,,용문도서관,141128,2060141057
612,공공(일반),경기,양평군,2013,,,지평도서관,141317,2060141153
613,공공(일반),경기,양평군,2013,,,양동도서관,141282,2060141152
614,공공(일반),경기,양주시,2011,,,양주시 고읍도서관,141323,2060141130
615,공공(일반),경기,양주시,1994,,,양주시덕정도서관,141037,2060141079
616,공공(일반),경기,양주시,2006,,,양주시립꿈나무도서관,141098,2060141078
617,공공(일반),경기,양주시,2009,,,양주시 남면도서관,141154,2060141099
618,공공(일반),경기,연천군,2007,,,연천도서관,141117,2060141085
619,공공(일반),경기,포천시,1989,,,경기포천교육도서관,141017,2050141004
620,공공(일반),경기,포천시,2014,,,포천시립가산도서관,141553,2060141166
621,공공(일반),경기,포천시,2006,,,포천시립일동도서관,141094,2060141076
622,공공(일반),경기,포천시,2006,,,포천시립영중어린이도서관,141102,2060141077
623,공공(일반),경기,포천시,2013,,,포천시립영북도서관,141520,2060141151
624,공공(일반),강원,춘천시,1985,,,춘천교육문화관,142021,2050142001
625,공공(일반),강원,춘천시,1960,,,춘천시립도서관,142020,2060142001
626,공공(일반),강원,춘천시,1991,,,춘성교육도서관,142019,2050142006
627,공공(일반),강원,춘천시,2003,,,동내도서관,142040,2060142004
628,공공(일반),강원,춘천시,    ,2008,,담작은도서관,142050,2030142001
629,공공(일반),강원,강릉시,2009,2010,,어울림작은도서관(강릉시),142063,2060142027
630,공공(일반),강원,강릉시,2008,2010,,로하스강릉작은도서관,142062,2060142026
631,공공(일반),강원,강릉시,2008,2010,,성덕반딧불작은도서관,142061,2060142025
632,공공(일반),강원,강릉시,1992,,,명주교육도서관,142006,2050142008
633,공공(일반),강원,속초시,1986,,,속초교육도서관,142010,2050142009
635,공공(일반),강원,고성군,2008,,,토성공공도서관,142047,2060142022
636,공공(일반),강원,고성군,1991,,,고성교육도서관,142003,2050142022
637,공공(일반),강원,원주시,1985,,,원주교육문화관,142014,2050142002
638,공공(일반),강원,평창군,2004,,,평창군립대화도서관,142042,2060142016
639,공공(일반),강원,평창군,2000,,,평창군립진부도서관,142036,2060142015
640,공공(일반),강원,태백시,1996,,,태백시립도서관,142030,2060142011
641,공공(일반),강원,철원군,2007,,,관전도서관,142046,2060142020
642,공공(일반),강원,동해시,2002,,,동해시립북삼도서관,142037,2060142010
643,공공(일반),강원,철원군,1998,,,철원갈말도서관,142033,2060142019
644,공공(일반),강원,철원군,1993,,,김화도서관,142028,2060142018
645,공공(일반),강원,화천군,1990,,,화천교육도서관,142026,2050142019
646,공공(일반),강원,춘천시,2005,,,신사우도서관,142043,2060142005
647,공공(일반),강원,춘천시,2001,,,소양도서관,142041,2060142002
648,공공(일반),강원,춘천시,2017,,,춘천시립청소년도서관,142110,2060142034
649,공공(일반),강원,춘천시,2006,,,서면도서관(가칭-춘천시립도서관분관),142045,2060142006
650,공공(일반),강원,춘천시,2001,,,춘천남산도서관,142039,2060142003
651,공공(일반),강원,삼척시,1994,,,삼척도계도서관,142031,2060142012
652,공공(일반),강원,속초시,1987,,,속초교육문화관,142009,2050142004
653,공공(일반),강원,속초시,2015,,,속초시립도서관,142106,2060142032
654,공공(일반),강원,양양군,1991,,,양양교육도서관,142012,2050142010
655,공공(일반),강원,홍천군,2014,,,연봉도서관,142103,2060142028
656,공공(일반),강원,홍천군,1970,,,홍천교육도서관,142025,2050142013
657,공공(일반),강원,홍천군,2019,,,홍천 서석도서관,142116,2060142037
658,공공(일반),강원,횡성군,1989,,,횡성교육도서관,142027,2050142014
659,공공(일반),강원,횡성군,2014,,,횡성군립도서관,142104,2060142030
660,공공(일반),강원,횡성군,2015,,,둔내태성도서관,142108,2060142033
661,공공(일반),강원,인제군,1989,,,인제교육도서관,142016,2050142021
662,공공(일반),강원,인제군,2009,,,원통도서관,142049,2060142023
663,공공(일반),강원,평창군,2014,,,평창군립봉평도서관,142097,2060142029
664,공공(일반),강원,평창군,2018,,,평창군립대관령도서관,142115,2060142036
665,공공(일반),강원,평창군,1974,,,평창교육도서관,142024,2050142016
666,공공(일반),강원,강릉시,2009,,,모루도서관,142059,2060142024
667,공공(일반),강원,강릉시,1969,,,강릉시립도서관,142002,2060142008
668,공공(일반),강원,양구군,1992,,,양구교육도서관,142011,2050142020
669,공공(일반),강원,강릉시,1990,,,강릉교육문화관,142001,2050142003
670,공공(일반),강원,동해시,1998,,,동해시립발한도서관,142034,2060142009
671,공공(일반),강원,동해시,1988,,,동해교육도서관,142089,2050142011
672,공공(일반),강원,삼척시,1974,,,삼척교육문화관,142008,2050142005
673,공공(일반),강원,삼척시,1996,,,삼척원덕도서관,142032,2060142013
674,공공(일반),강원,태백시,2017,,,태백산소드림도서관,142112,2060142035
675,공공(일반),강원,태백시,1991,,,태백교육도서관,142023,2050142012
676,공공(일반),강원,정선군,1989,,,정선교육도서관,142017,2050142017
677,공공(일반),강원,정선군,1998,,,사북공공도서관,142035,2060142017
678,공공(일반),강원,영월군,2006,,,주천도서관,142044,2060142014
679,공공(일반),강원,영월군,1974,,,영월교육도서관,142013,2050142015
680,공공(일반),강원,원주시,1991,,,문막교육도서관,142007,2050142007
681,공공(일반),강원,원주시,2015,,,중천철학도서관,142107,2060142031
682,공공(일반),강원,원주시,1968,,,원주시립도서관,142015,2060142007
683,공공(일반),강원,철원군,1988,,,철원교육도서관,142018,2050142018
684,공공(일반),충북,단양군,1987,,,단양교육도서관,143002,2050143015
685,공공(일반),충북,제천시,1998,,,제천시립봉양도서관,143021,2060143006
686,공공(일반),충북,제천시,1987,,,제천학생회관,143007,2050143005
687,공공(일반),충북,충주시,2013,,,엄정꿈터도서관,143121,2060143019
688,공공(일반),충북,충주시,1954,,,충주시립도서관,143011,2060143002
689,공공(일반),충북,충주시,2019,,,충주어린이청소년도서관(분관),143130,2060143029
690,공공(일반),충북,충주시,2010,,,충청북도중원교육문화원,143012,2050143016
691,공공(일반),충북,음성군,2015,,,감곡도서관,143124,2060143024
692,공공(일반),충북,음성군,2020,,,삼성도서관(충북 음성군),143134,2060143030
693,공공(일반),충북,진천군,2012,,,진천군립광혜원도서관,143077,2060143015
694,공공(일반),충북,진천군,1988,,,진천교육도서관,143009,2050143010
695,공공(일반),충북,진천군,2017,,,생거진천혁신도시도서관,143129,2060143027
696,공공(일반),충북,증평군,2014,,,증평군립도서관,143122,2060143022
697,공공(일반),충북,괴산군,1971,,,괴산교육도서관,143001,2050143011
698,공공(일반),충북,청주시,2010,,,청주오창도서관,143063,2060143013
699,공공(일반),충북,청주시,2016,,,청주강내도서관,143128,2060143026
700,공공(일반),충북,청주시,1988,,,미원교육도서관,143010,2050143006
701,공공(일반),충북,청주시,1990,,,충청북도교육문화원,143014,2050143002
702,공공(일반),충북,청주시,2009,,,청주흥덕도서관,143028,2060143012
703,공공(일반),충북,청주시,2019,,,열린도서관(충북 청주시),143133,2030143001
704,공공(일반),충북,청주시,2019,,,청주금빛도서관,143131,2060143028
705,공공(일반),충북,보은군,1973,,,보은교육도서관,143003,2050143007
706,공공(일반),충북,옥천군,2012,,,옥천군민도서관,143078,2060143016
707,공공(일반),충북,영동군,2014,,,레인보우영동도서관,143085,2060143023
708,공공(일반),충북,영동군,1972,,,영동교육도서관,143004,2050143009
709,공공(일반),충북,청주시 상당구,2003,,,청주시립도서관,143022,2060143001
710,공공(일반),충북,청주시 상당구,2010,,,청주상당도서관,143060,2060143014
711,공공(일반),충북,청주시 흥덕구,1996,,,청주옥산도서관,143020,2060143007
712,공공(일반),충북,청주시 흥덕구,2013,,,청주시립오송도서관,143123,2060143020
713,공공(일반),충북,청주시 서원구,1979,,,충청북도교육도서관,143013,2050143001
714,공공(일반),충북,청주시 서원구,2012,,,청주서원도서관,143086,2060143018
715,공공(일반),충북,청주시 청원구,2007,,,청주청원도서관,143027,2060143011
716,공공(일반),충북,청주시 청원구,2016,,,청주오창호수도서관,143126,2060143025
717,공공(일반),충북,진천군,2014,,,진천군립도서관,143076,2060143021
718,공공(일반),충북,증평군,1995,,,증평교육도서관,143016,2050143012
719,공공(일반),충북,음성군,1988,,,음성교육도서관,143006,2050143013
720,공공(일반),충북,음성군,2006,,,음성대소도서관,143024,2060143009
721,공공(일반),충북,음성군,1994,,,금왕교육도서관,143017,2050143014
722,공공(일반),충북,옥천군,1987,,,옥천교육도서관,143005,2050143008
724,공공(일반),충북,충주시,1990,,,중원교육도서관,143008,2050143004
725,공공(일반),충북,충주시,2003,,,호암도서관,143026,2060143003
726,공공(일반),충북,제천시,1994,,,제천시립여성도서관,143018,2060143005
727,공공(일반),충북,제천시,1996,,,제천시립도서관,143015,2060143004
728,공공(일반),충북,제천시,2006,,,제천시립의병도서관,143084,2060143010
729,공공(일반),충북,단양군,2012,,,다누리도서관,143094,2060143017
730,공공(일반),충북,단양군,1996,,,매포도서관,143019,2060143008
731,공공(일반),충남,천안시,1998,,,성거도서관,144036,2060144022
732,공공(일반),충남,천안시,2010,,,천안시중앙도서관두정분관,144071,2060144029
733,공공(일반),충남,천안시,1994,,,충청남도학생교육문화원,144015,2050144018
734,공공(일반),충남,천안시,2008,,,천안시쌍용도서관도솔분관,144061,2060144028
735,공공(일반),충남,천안시,2018,,,천안아산상생협력센터도서관,144177,2060144042
736,공공(일반),충남,천안시,2002,,,천안시 쌍용도서관,144039,2060144014
737,공공(일반),충남,천안시,2018,,,천안청수도서관,144175,2060144041
738,공공(일반),충남,천안시,2005,,,충청남도교육청평생교육원,144040,2050144017
739,공공(일반),충남,금산군,2013,,,진산도서관,144168,2060144033
740,공공(일반),충남,금산군,2009,,,추부도서관,144068,2060144027
741,공공(일반),충남,공주시,1991,,,공주시웅진도서관,144014,2060144003
742,공공(일반),충남,아산시,1995,,,아산시 둔포도서관,144024,2060144016
743,공공(일반),충남,아산시,1999,,,아산시 송곡도서관,144038,2060144018
744,공공(일반),충남,아산시,2016,,,아산시 탕정온샘도서관,144172,2060144038
745,공공(일반),충남,아산시,1999,,,아산시 배방도서관,144037,2060144017
746,공공(일반),충남,아산시,2006,2017,없음,아산시립남산도서관,144044,2060144015
747,공공(일반),충남,아산시,2018,,,아산시 중앙도서관,144174,2060144039
748,공공(일반),충남,당진시,1974,,,충청남도당진교육지원청당진도서관,144005,2050144004
749,공공(일반),충남,서산시,1996,,,서산시립대산도서관,144032,2060144012
